vac_id,vac_name,grade,city,geo,geo_city,published_at,archived,employer_id,emp_name,addres,is_accredited,is_trusted,salary_from,salary_to,currency,gross,mode_name,frequency,prof_role,schedule_name,insider_interview,response_letter_required,experience,hard_skills,soft_skills,has_test,url,parsed_for_job
94190197,Руководитель отдела аналитики и планирования,Team Lead,Москва,"[55.76097787841417, 37.76801318056431]","[55.625578, 37.6063916]",2025-07-14T10:29:12+0300,0,38775,Полная занятость,"Москва, шоссе Энтузиастов, 56",0,1,261000.0,,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,excel; office; point,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/94190197,Руководитель отдела аналитики
99569863,Начальник аналитического отдела,Team Lead,Белгород,"[50.59626, 36.594778]","[50.5955595, 36.5873394]",2025-07-11T14:20:54+0300,0,9558723,Полная занятость,"Белгород, проспект Славы, 25",0,1,85000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,etl; python,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/99569863,Руководитель отдела аналитики
100362023,Ассистент-брокер в команду,Middle,Курск,"[51.728838, 36.188991]","[51.7309249, 36.1923123]",2025-07-02T13:34:05+0300,0,9011518,Полная занятость,"Курск, улица Дзержинского, 9А",0,1,70000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,Нет опыта,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; управление команда,0,https://hh.ru/vacancy/100362023,Руководитель отдела аналитики
103006738,Ведущий специалист отдела планирования и бюджетирования,Senior,Улан-Удэ,"[51.835221, 107.582732]","[51.8357841, 107.5839105]",2025-06-25T11:12:53+0300,0,1492230,Полная занятость,"Улан-Удэ, улица Ранжурова, 8",0,1,60000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,1с; excel,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/103006738,Руководитель отдела аналитики
112723261,Главный специалист (производственный мастер) в отдел развития производственной системы,Team Lead,Нижний Новгород,"[56.358856, 43.870538]","[56.3264816, 44.0051395]",2025-06-30T08:18:19+0300,0,3278837,Полная занятость,"Нижний Новгород, улица Баррикад, 1",0,1,63466.5,,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/112723261,Руководитель отдела аналитики
117283688,Руководитель отдела кредитного анализа,Team Lead,Челябинск,"[55.165919, 61.411815]","[55.1598408, 61.4025547]",2025-07-08T09:29:17+0300,0,3417591,Полная занятость,"Челябинск, улица Маркса, 38",0,1,140000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/117283688,Руководитель отдела аналитики
118191781,Начальник отдела цифровизации,Team Lead,Москва,"[55.771434, 37.616324]","[55.625578, 37.6063916]",2025-07-02T09:18:27+0300,0,11714650,Полная занятость,"Москва, Большой Каретный переулок",0,1,180000.0,200000.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/118191781,Руководитель отдела аналитики
118979718,Руководитель направления (аналитика),Team Lead,Москва,"[55.781362, 37.562083]","[55.625578, 37.6063916]",2025-06-29T14:56:54+0300,0,106571,Полная занятость,"Москва, Беговая аллея, 9А",0,1,152250.0,,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,1с; erp; excel; sap,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/118979718,Руководитель отдела аналитики
119091826,Заместитель начальника молодежного центра,Team Lead,Владивосток,"[43.128953, 131.942483]","[43.1150678, 131.8855768]",2025-06-23T07:45:17+0300,0,2827445,Полная занятость,"Владивосток, Луговая улица, 52Б",0,1,50000.0,55000.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/119091826,Руководитель отдела аналитики
119349655,Руководитель направления по НСИ,Team Lead,Москва,"[55.707299, 37.456828]","[55.625578, 37.6063916]",2025-06-23T11:38:04+0300,0,4940004,Полная занятость,"Москва, Аминьевское шоссе, 6",0,1,250000.0,250000.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/119349655,Руководитель отдела аналитики
119981974,Начальник бюро (планово-аналитическая деятельность),Team Lead,Нижний Новгород,"[56.250627, 43.976387]","[56.3264816, 44.0051395]",2025-06-25T14:07:47+0300,0,224799,Полная занятость,"Нижний Новгород, улица Героя Шапошникова, 5",0,1,82215.0,,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,1c; excel; office,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/119981974,Руководитель отдела аналитики
120077436,Начальник отдела кредитных аналитиков ММБ,Team Lead,Москва,"[55.625578, 37.6063916]","[55.625578, 37.6063916]",2025-07-17T12:18:28+0300,0,80,Полная занятость,,0,1,365400.0,,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,"{'id': '32631', 'url': 'https://hh.ru/interview/32631?employerId=80'}",0,От 1 года до 3 лет,office,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/120077436,Руководитель отдела аналитики
121078886,Руководитель направления развития стратегических проектов (Аналитик),Team Lead,Москва,"[55.781362, 37.562083]","[55.625578, 37.6063916]",2025-06-27T12:35:17+0300,0,106571,Полная занятость,"Москва, Беговая аллея, 9А",0,1,113100.0,,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,excel,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121078886,Руководитель отдела аналитики
121079906,Заместитель директора Департамента оптимизации управления,Middle,Владивосток,"[43.021716, 131.892123]","[43.1150678, 131.8855768]",2025-06-27T12:49:38+0300,0,774791,Полная занятость,"посёлок Русский, посёлок Аякс, 10",0,1,120000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,bpmn,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121079906,Руководитель отдела аналитики
121079907,Заместитель директора Департамента оптимизации управления,Middle,Артем,"[43.021716, 131.892123]","[43.3529909, 132.1800977]",2025-06-27T12:49:39+0300,0,774791,Полная занятость,"посёлок Русский, посёлок Аякс, 10",0,1,120000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,bpmn,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121079907,Руководитель отдела аналитики
121087270,Руководитель управления аналитики данных и автоматизации бизнес-процессов,Team Lead,Краснодар,"[45.009726, 38.9605]","[45.0351532, 38.9772396]",2025-06-25T20:27:17+0300,0,11564085,Полная занятость,"Краснодар, Центральный внутригородской округ, микрорайон Центральный, Индустриальная улица, 68",0,1,174000.0,217500.0,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,1с; datalens; erp; power bi,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121087270,Руководитель отдела аналитики
121185309,Контролер бизнес-процессов (Аналитик интегрального мониторинга системы ),Middle,Москва,"[55.754132, 37.735063]","[55.625578, 37.6063916]",2025-07-18T09:14:08+0300,0,2785879,Полная занятость,"Москва, шоссе Энтузиастов, 34",0,1,,200000.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121185309,Руководитель отдела аналитики
121232951,Руководитель отдела аналитики,Team Lead,Набережные Челны,"[55.746603, 52.42497]","[55.7419774, 52.399207]",2025-07-14T12:54:58+0300,0,4039388,Полная занятость,"Набережные Челны, проспект Вахитова, 16А",0,1,120000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,1с; excel,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121232951,Руководитель отдела аналитики
121264270,Руководитель направления отдела повышения эффективности,Team Lead,Новосибирск,"[55.089331, 82.977778]","[55.0288307, 82.9226887]",2025-07-01T06:45:05+0300,0,5113758,Полная занятость,"Новосибирск, улица Богдана Хмельницкого, 94",0,1,95700.0,104400.0,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,excel; office; sap,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121264270,Руководитель отдела аналитики
121362543,Руководитель отдела аналитики,Team Lead,Казань,"[55.746603, 52.42497]","[55.7823547, 49.1242266]",2025-07-14T12:55:04+0300,0,4039388,Полная занятость,"Набережные Челны, проспект Вахитова, 16А",0,1,120000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,1с; excel,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121362543,Руководитель отдела аналитики
121371721,Руководитель отдела аренды в ТРЦ,Team Lead,Чебоксары,"[56.101976, 47.265874]","[56.1399598, 47.2480999]",2025-07-15T11:12:42+0300,0,3904343,Полная занятость,"Чебоксары, проспект Ивана Яковлева, 4Б",0,1,80000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121371721,Руководитель отдела аналитики
121430608,Руководитель отдела отчетности,Team Lead,Москва,"[55.625578, 37.6063916]","[55.625578, 37.6063916]",2025-07-17T08:56:48+0300,0,5384033,Полная занятость,,0,1,174000.0,,RUR,1,За месяц,,Руководитель отдела аналитики,Удаленная работа,,0,От 3 до 6 лет,power bi; python; sql,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121430608,Руководитель отдела аналитики
121576009,Ведущий специалист 1С,Senior,Москва,"[55.625578, 37.6063916]","[55.625578, 37.6063916]",2025-07-10T13:09:16+0300,0,5174849,Полная занятость,,0,1,,350000.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,Более 6 лет,1с,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,1,https://hh.ru/vacancy/121576009,Руководитель отдела аналитики
121643320,Заместитель начальника отдела анализа и контроля технологических процессовтитель,Team Lead,Казань,"[55.773074, 49.114095]","[55.7823547, 49.1242266]",2025-07-07T14:34:14+0300,0,1840010,Полная занятость,"Казань, улица Салиха Сайдашева, 12",0,1,34800.0,43500.0,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121643320,Руководитель отдела аналитики
121685954,Начальник отдела СМК,Team Lead,Москва,"[55.906194, 37.438772]","[55.625578, 37.6063916]",2025-07-14T08:49:58+0300,0,573422,Полная занятость,"Химки, Рабочая улица, 2Ак22",0,1,130500.0,156600.0,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,1c; 1с; excel,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121685954,Руководитель отдела аналитики
121710428,Заместитель руководителя отдела развития и контроля,Middle,Челябинск,"[55.1598408, 61.4025547]","[55.1598408, 61.4025547]",2025-07-18T11:36:31+0300,0,5017646,Полная занятость,,0,1,100000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Удаленная работа,,0,От 3 до 6 лет,1с; битрикс,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121710428,Руководитель отдела аналитики
121731068,Руководитель по аналитике и данным (senior) в medtech-компанию,Senior,Алматы,"[43.248222, 76.906577]","[54.328047, 48.3960145]",2025-07-16T07:59:07+0300,0,4643466,Полная занятость,"Алматы, улица Карасай Батыра, 152",0,1,,220500.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,clickhouse; etl; metabase; pandas; postgresql; power bi; python; sql; tableau,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121731068,Руководитель отдела аналитики
121821596,Руководитель группы аналитики 1С,Team Lead,Москва,"[55.714906, 37.716082]","[55.625578, 37.6063916]",2025-07-15T09:04:50+0300,0,4131,Полная занятость,"Москва, Волгоградский проспект, 41с2",0,1,260000.0,260000.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,1с; erp; office,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121821596,Руководитель отдела аналитики
121877261,Начальник отдела системного анализа,Team Lead,Москва,"[55.762844, 37.606586]","[55.625578, 37.6063916]",2025-07-20T11:14:10+0300,0,4561908,Полная занятость,"Москва, Малый Гнездниковский переулок, 9с7",0,1,182700.0,230550.0,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,1,От 3 до 6 лет,bpmn; excel; python; sql,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121877261,Руководитель отдела аналитики
121920153,Категорийный менеджер,Middle,Бишкек,"[42.932868, 74.625817]","[42.8769526, 74.5969359]",2025-06-23T07:00:10+0300,0,5495095,Полная занятость,"Бишкек, улица Дордой-Аул-8, 2",0,1,35821.0,89552.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,1с; excel,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121920153,Руководитель отдела аналитики
121926500,Маркетолог-Аналитик жилая недвижимость,Middle,Москва,"[55.765858, 37.598214]","[55.625578, 37.6063916]",2025-07-17T10:26:07+0300,0,2237,Полная занятость,"Москва, Мамоновский переулок, 4 стр.1",0,1,100000.0,160000.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121926500,Руководитель отдела аналитики
121932658,Функциональный архитектор 1С,Middle,Москва,"[55.625578, 37.6063916]","[55.625578, 37.6063916]",2025-06-23T10:05:18+0300,0,5303221,Полная занятость,,1,1,348000.0,,RUR,1,За месяц,,Руководитель отдела аналитики,Удаленная работа,,0,От 3 до 6 лет,1с; erp,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121932658,Руководитель отдела аналитики
121934106,Руководитель управления аналитики,Team Lead,Москва,"[55.73153518910342, 37.6248877815798]","[55.625578, 37.6063916]",2025-06-23T10:21:47+0300,0,3744247,Полная занятость,"Москва, Пятницкая улица, 74с1",0,1,350000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,"{'id': '33359', 'url': 'https://hh.ru/interview/33359?employerId=3744247'}",0,От 3 до 6 лет,clickhouse; postgresql; power bi; python; sql; tableau,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/121934106,Руководитель отдела аналитики
122003189,Начальник отдела системной аналитики (Академгородок),Team Lead,Новосибирск,"[54.852698, 83.115409]","[55.0288307, 82.9226887]",2025-07-18T12:51:12+0300,0,831765,Полная занятость,"Новосибирск, Инженерная, 22",0,1,350000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 3 до 6 лет,agile; apache; api; bpmn; cassandra; docker; elasticsearch; json; kafka; linux; mongodb; postgresql; scrum; spark; uml,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/122003189,Руководитель отдела аналитики
122059499,Руководитель направления аналитики,Team Lead,Екатеринбург,"[56.839104, 60.60825]","[56.839104, 60.60825]",2025-06-25T14:58:44+0300,0,32501,Полная занятость,,0,1,120000.0,170000.0,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/122059499,Руководитель отдела аналитики
122063796,Функциональный архитектор 1C ERP,Middle,Москва,"[55.726644, 37.576798]","[55.625578, 37.6063916]",2025-06-25T16:09:35+0300,0,3177,Полная занятость,"Москва, Трубецкая улица, 28с1",1,1,217500.0,348000.0,RUR,1,За месяц,,Руководитель отдела аналитики,Удаленная работа,,0,От 3 до 6 лет,1c; 1с; bpmn; confluence; erp; jira,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/122063796,Руководитель отдела аналитики
122104622,Руководитель группы кредитования малого и среднего бизнеса,Team Lead,Рязань,"[54.630482, 39.73695]","[54.6295687, 39.7425039]",2025-06-26T15:04:46+0300,0,89,Полная занятость,"Рязань, Соборная, 50",0,1,130500.0,,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/122104622,Руководитель отдела аналитики
122162544,Проектный менеджер - ассистент руководителя,Middle,Ташкент,"[56.313618, 55.406574]","[56.313618, 55.406574]",2025-06-27T20:23:27+0300,0,6128920,Полная занятость,,0,1,49494.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/122162544,Руководитель отдела аналитики
122223245,Руководитель,Team Lead,Брянск,"[53.23793, 34.370791]","[53.2423778, 34.3668288]",2025-06-30T18:59:09+0300,0,5225609,Полная занятость,"Брянск, улица Калинина, 68",0,1,87000.0,147900.0,RUR,1,За месяц,,Руководитель отдела аналитики,Полный день,,0,От 1 года до 3 лет,,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/122223245,Руководитель отдела аналитики
122246671,Руководитель отдела внедрения 1С,Team Lead,Санкт-Петербург,"[59.84979, 30.333852]","[59.9606739, 30.1586551]",2025-07-19T11:56:56+0300,0,1809912,Полная занятость,"Санкт-Петербург, Алтайская улица, 26",1,1,130000.0,,RUR,0,За месяц,,Руководитель отдела аналитики,Удаленная работа,,1,От 1 года до 3 лет,1c; 1с; erp; office,адаптивность; аналитический мышление; коммуникация; креативность; лидерство; обучение; организованность; ответственность; проактивность; работа в команда; стрессоустойчивость; тайм-менеджмент; управление команда,0,https://hh.ru/vacancy/122246671,Руководитель отдела аналитики
